n_estimators,max_depth,mse
1,1,0.007384942804353627
2,1,0.006364313732375639
3,1,0.0063566347944846715
4,1,0.00643765739070689
5,1,0.006327791928165753
6,1,0.006321825483835755
7,1,0.006334630585381787
8,1,0.0063779039884454365
9,1,0.0064165316294932245
10,1,0.006435175797429709
11,1,0.00646259812551105
12,1,0.006360815941790123
13,1,0.006376421357742607
14,1,0.006403517891218102
15,1,0.006427310605646901
16,1,0.006365799748515252
17,1,0.006381079045810156
18,1,0.006400146467421995
19,1,0.00641770375034026
20,1,0.006358376100081544
21,1,0.006377031093085799
22,1,0.006392964882010823
23,1,0.006347148183520047
24,1,0.006319210923252557
25,1,0.006292682528823356
26,1,0.006303565230123501
27,1,0.006313061880514189
28,1,0.006322008865277058
29,1,0.006270457059540392
30,1,0.006278304639588359
31,1,0.006291081689908995
32,1,0.006301517461856507
33,1,0.0063149735455654415
34,1,0.0063241206587763546
35,1,0.0062845911105737125
36,1,0.006261220021610803
37,1,0.0062693940960222225
38,1,0.006247651275080426
39,1,0.0062592168820422844
40,1,0.006265647135620711
41,1,0.006274804498195156
42,1,0.006254215185756938
43,1,0.006259665282723567
44,1,0.0062666246292570815
45,1,0.006273743405029043
46,1,0.006255476159279802
47,1,0.006264112635099561
48,1,0.006270059062006095
49,1,0.006278136611836983
50,1,0.006284197764070444
51,1,0.006267689969065632
52,1,0.0062740298374231
53,1,0.006280571149599555
54,1,0.006287619644628612
55,1,0.006295689387240476
56,1,0.006303152937169306
57,1,0.006286790597955541
58,1,0.006291768616896267
59,1,0.006297189010771033
60,1,0.006304169640902068
61,1,0.006310412480552425
62,1,0.006315725779021012
63,1,0.006319697509309023
64,1,0.006298391189926849
65,1,0.006282859325003872
66,1,0.0062895492893841765
67,1,0.006294726224412767
68,1,0.006299826811331996
69,1,0.006305889461213826
70,1,0.006310492919086049
71,1,0.006316521650242357
72,1,0.006321593379329454
73,1,0.006326580223709492
74,1,0.006331571894239679
75,1,0.0063371378646249294
76,1,0.006343316099392945
77,1,0.0063487156846430874
78,1,0.00633231168380566
79,1,0.006335761154753157
80,1,0.006340319727838021
81,1,0.0063438273789305204
82,1,0.006348378269016613
83,1,0.006353400582841154
84,1,0.0063577691083104215
85,1,0.006340082305746832
86,1,0.006326572953472314
87,1,0.00633159435312077
88,1,0.0063179201582277186
89,1,0.0063226636162424694
90,1,0.006327287969472849
91,1,0.006315300292128257
92,1,0.0063027077853001255
93,1,0.006307054968503671
94,1,0.006310821476907203
95,1,0.006299188645427742
96,1,0.006303593525843958
97,1,0.006307845888439836
98,1,0.006297114155972097
99,1,0.006300682770608963
100,1,0.0062896974967012725
1,2,0.005623256594723385
2,2,0.0038439995166846255
3,2,0.0035367318443560777
4,2,0.0034994578912070523
5,2,0.003730802232852166
6,2,0.0035913347845667235
7,2,0.0035020174577720083
8,2,0.003452222587819954
9,2,0.003430854256079031
10,2,0.003399266967860983
11,2,0.0033692299427427875
12,2,0.0033516870329691664
13,2,0.0032781575014684773
14,2,0.0032750333322840485
15,2,0.0032517432697752383
16,2,0.003266143155983279
17,2,0.0032537231135551284
18,2,0.0032481042401550104
19,2,0.003249748936534811
20,2,0.0032992126519067336
21,2,0.003293736570049248
22,2,0.0032950423096395507
23,2,0.003340783566009745
24,2,0.0033485838961111155
25,2,0.0033600679313208538
26,2,0.0033473045838175166
27,2,0.0033298127976870316
28,2,0.003313714109852466
29,2,0.0032115527895264107
30,2,0.003201822731144678
31,2,0.003192242182675462
32,2,0.0031813248463367196
33,2,0.0031796129362368555
34,2,0.0031712409643526894
35,2,0.0030913168239910557
36,2,0.0031046245868891344
37,2,0.003100107751874457
38,2,0.0031104931084412115
39,2,0.0031101924210060654
40,2,0.003102696129815938
41,2,0.0031004025386415952
42,2,0.0031114174349880183
43,2,0.003111213172988121
44,2,0.0031122674614816608
45,2,0.0031087285299568543
46,2,0.003118174216770203
47,2,0.003115012448946084
48,2,0.003100187735160612
49,2,0.0030998776955977313
50,2,0.0031002521605659195
51,2,0.0031114015459906283
52,2,0.0031114681151247076
53,2,0.0031079263651944363
54,2,0.0031047820183528604
55,2,0.0031015636322306553
56,2,0.003102499619814625
57,2,0.003108130328189138
58,2,0.0030984177830043536
59,2,0.003096122793595751
60,2,0.0030935925661147654
61,2,0.003090599942022086
62,2,0.0030891016931410644
63,2,0.0030870918373070455
64,2,0.003049757649774996
65,2,0.0030532412032986587
66,2,0.0030546914915747154
67,2,0.0030536447820733513
68,2,0.003054142624049577
69,2,0.0030541797263337676
70,2,0.003054175283241953
71,2,0.003053922992092838
72,2,0.0030541619474295234
73,2,0.0030540441965346524
74,2,0.0030482414279971765
75,2,0.003049980663228736
76,2,0.0030524948474596023
77,2,0.003049008178341796
78,2,0.0030512594618716193
79,2,0.0030505721104051057
80,2,0.003050599627453673
