n_estimators,max_depth,mse
1,1,0.0019990398027512875
2,1,0.00200042419825859
3,1,0.0019993530567550587
4,1,0.0019999041616228924
5,1,0.001998627797041863
6,1,0.0019993981032486326
7,1,0.001999440876134745
8,1,0.001999357612415758
9,1,0.001999046809703175
10,1,0.0019991248703436454
11,1,0.00199888623538142
12,1,0.001999100832077647
13,1,0.0019993158419708283
14,1,0.001999146922217168
15,1,0.0019994923704652876
16,1,0.001999678765893051
17,1,0.0019997425116105396
18,1,0.0019996924399509454
19,1,0.001999544037886815
20,1,0.0019998802193514414
21,1,0.0020001267209662442
22,1,0.0020001061245416706
23,1,0.002000088305601271
24,1,0.0020000720650515387
25,1,0.00199987957428546
26,1,0.0020001222408134456
27,1,0.0020000450721889503
28,1,0.001999940002235025
29,1,0.002000064174130034
30,1,0.002000001937078768
31,1,0.0020000809568772406
32,1,0.0020000962629258133
33,1,0.0020001995075141347
34,1,0.0020001730868843505
35,1,0.002000127736043361
36,1,0.0020000827072001698
37,1,0.002000016623422115
38,1,0.001999984931263037
39,1,0.00199996501037264
40,1,0.002000084557468344
41,1,0.002000289802415802
42,1,0.002000284361525699
43,1,0.0020003093712336033
44,1,0.0020003399708745074
45,1,0.0020003148510992774
46,1,0.002000387044580962
47,1,0.0020002971276271704
48,1,0.002000238116093357
49,1,0.0020003309528707834
50,1,0.0020004015386102685
51,1,0.0020004222082618418
52,1,0.002000476683370329
53,1,0.0020004812298599125
54,1,0.002000448047092298
55,1,0.00200045270333796
56,1,0.002000446002750223
57,1,0.002000437518977557
58,1,0.002000492808805093
59,1,0.002000365533299967
60,1,0.0020003148456625105
61,1,0.002000352464479473
62,1,0.002000334673320131
63,1,0.0020002881207129377
64,1,0.002000370121641183
65,1,0.0020004070387661687
66,1,0.0020004206211714165
67,1,0.0020003705059181867
68,1,0.002000396768914521
69,1,0.002000414456199563
70,1,0.0020004779105746457
71,1,0.0020004854499316993
72,1,0.0020005164616667495
73,1,0.0020004853732494203
74,1,0.0020004604126718744
75,1,0.002000457843819752
76,1,0.002000382716614105
77,1,0.002000407355740808
78,1,0.0020003977629224684
79,1,0.0020003624531944333
80,1,0.002000418870100945
81,1,0.002000383998576369
82,1,0.0020003111605752452
83,1,0.002000325723790293
84,1,0.0020003105911967516
85,1,0.0020003402174000864
86,1,0.0020003724705484026
87,1,0.002000316104517485
88,1,0.002000303456832114
89,1,0.002000294066242622
90,1,0.0020003593732276065
91,1,0.002000367376778163
92,1,0.002000325359319953
93,1,0.002000313312256366
94,1,0.0020003205415566345
95,1,0.0020002346620191596
96,1,0.002000261296817783
97,1,0.0020002626698087454
98,1,0.0020002399667404932
99,1,0.0020002495210697364
100,1,0.0020002016326466678
1,2,0.0013214417399807134
2,2,0.0013087441217027771
3,2,0.0012863717310962314
4,2,0.0012855750188724769
5,2,0.001291189221249777
6,2,0.001297202504264157
7,2,0.001296644352786556
8,2,0.001301618222105882
9,2,0.0013058530896357882
10,2,0.001304095604323488
11,2,0.00130095173497458
12,2,0.0012998611213632238
13,2,0.0013029647345809182
14,2,0.0012998426936453786
15,2,0.0012998398556850342
16,2,0.00130004458897202
17,2,0.0012989782437681221
18,2,0.0013013628308109735
19,2,0.0013012496938389704
20,2,0.0013011135558387934
21,2,0.0013011677474701548
22,2,0.0013010621968618029
23,2,0.0013003364645712487
24,2,0.0012984673913199315
25,2,0.0012979902933647621
26,2,0.0012979595106022168
27,2,0.001296440845090196
28,2,0.0012966026419168025
29,2,0.0012975753143073588
30,2,0.0012975641253722453
31,2,0.0012973200746635633
32,2,0.001297669820973288
33,2,0.0012987668877944764
34,2,0.001298700040668999
35,2,0.001298737878816434
36,2,0.0012977950098836297
37,2,0.0012974423920669624
38,2,0.0012971528066303712
39,2,0.0012961080804991787
40,2,0.0012961000732885175
41,2,0.0012963618834842517
42,2,0.001296741907835536
43,2,0.001297426016080623
44,2,0.0012975372996017797
45,2,0.0012975060362629906
46,2,0.0012975307200859861
47,2,0.001298203163804993
48,2,0.0012979823065977431
49,2,0.0012980483779955912
50,2,0.001298201246668339
51,2,0.001298781292517614
52,2,0.001299367324108343
53,2,0.0012987013623197879
54,2,0.0012986560728971892
55,2,0.0012986521677731528
56,2,0.001298582835651924
57,2,0.0012991916462912073
58,2,0.0012997077250588747
59,2,0.001300200398914915
60,2,0.0012998677982506192
61,2,0.0012998559701532194
62,2,0.0012997207424351406
63,2,0.0013001828611969113
64,2,0.001300233823618848
65,2,0.00130032241159666
66,2,0.001300213569229538
67,2,0.00129948934477079
68,2,0.0012995992762531133
69,2,0.0013000673421190308
70,2,0.0013000195467011348
71,2,0.0013004694634835522
72,2,0.001300459491622749
73,2,0.0013008927545645952
74,2,0.001301321549696767
75,2,0.0013013127157952807
76,2,0.0013017010373140292
77,2,0.0013015099007130024
78,2,0.001301387540555072
79,2,0.0013010411961194728
80,2,0.0013010841505068352
81,2,0.0013004601528394744
82,2,0.0013004005587575623
83,2,0.0013007469688363692
84,2,0.0013002776869792357
85,2,0.00130024750694362
86,2,0.0013006418580939416
87,2,0.0013005281512158406
88,2,0.0013008634715242684
89,2,0.001300941850493045
90,2,0.001301037225519318
91,2,0.0013009910451541526
92,2,0.0013005463049357985
93,2,0.0013006011722830751
94,2,0.0013000840700335096
95,2,0.0012999755180159562
96,2,0.0013003368642168424
97,2,0.00130035624882988
98,2,0.0012999535173459453
99,2,0.001299473255149952
100,2,0.0012992378089272242
1,3,0.001284369170017276
2,3,0.00127186525195223
3,3,0.0012467421380460814
4,3,0.0012377585036670018
5,3,0.0012466384151290858
6,3,0.0012570985499377712
7,3,0.0012504890874176046
8,3,0.0012541213116375423
9,3,0.0012602089592498897
10,3,0.0012553346268462295
11,3,0.00125455481338883
12,3,0.0012524973675279386
13,3,0.001257340510108145
14,3,0.0012574180400519504
15,3,0.0012522922315847827
16,3,0.0012485063599130617
17,3,0.0012458679779218172
18,3,0.001246631077986486
19,3,0.0012452341031105973
20,3,0.001243054726745954
21,3,0.001245331271623652
22,3,0.0012437905917551816
23,3,0.0012421826917545242
24,3,0.0012404881492564163
25,3,0.001239378505737465
26,3,0.001238593085454676
27,3,0.0012397505765999583
28,3,0.0012387878678933701
29,3,0.0012393393635065878
30,3,0.0012388267291261793
31,3,0.001238206095677936
32,3,0.0012376228890696376
33,3,0.0012386788409074752
34,3,0.001237465068587289
35,3,0.0012370157608878089
36,3,0.0012361166558693202
37,3,0.001235586661986508
38,3,0.0012352187023949113
39,3,0.001234303690595415
40,3,0.0012343809994176153
41,3,0.0012349468875421158
42,3,0.0012344418325357172
43,3,0.0012360488986138988
44,3,0.0012355082138805057
45,3,0.0012349108850884486
46,3,0.0012349336469442492
47,3,0.0012363595404823679
48,3,0.0012364153175492673
49,3,0.0012362468692960836
50,3,0.0012361464321261686
51,3,0.0012363049812668839
52,3,0.0012374156969497284
53,3,0.0012372058592273682
54,3,0.0012369590459290689
55,3,0.0012366925738377644
56,3,0.001236481666379897
57,3,0.0012372935004483006
58,3,0.0012378512220881514
59,3,0.0012382713243557638
60,3,0.0012383031535247908
61,3,0.0012393442464146323
62,3,0.0012392880067444432
63,3,0.001239670835088786
64,3,0.0012396056452881332
65,3,0.001239362056306487
66,3,0.0012390237509529785
67,3,0.0012391111326544274
68,3,0.0012389166271525385
69,3,0.0012391513843095427
70,3,0.001238747959784957
71,3,0.0012394863282539697
72,3,0.0012394069624422424
73,3,0.0012402464048010104
74,3,0.0012410691597609994
75,3,0.0012408906894567607
76,3,0.0012410580208045009
77,3,0.0012418718190288953
78,3,0.0012418413966597268
79,3,0.0012423730896991504
80,3,0.0012423596770794244
81,3,0.0012425870917108484
82,3,0.001242302900312765
83,3,0.0012432238969012908
84,3,0.0012432244276552804
85,3,0.0012426835450778336
86,3,0.0012432164335973556
87,3,0.0012427199856567552
88,3,0.0012433081150930727
89,3,0.001243287658725356
90,3,0.0012431214359339413
91,3,0.0012426746028104734
92,3,0.0012429954106541745
93,3,0.001242875016933633
94,3,0.0012426473568060007
95,3,0.0012423292628256537
96,3,0.001242835996172255
97,3,0.0012428378563769159
98,3,0.0012429256154337705
99,3,0.0012431278984809026
100,3,0.0012434458779959023
1,4,0.0012920045952696834
2,4,0.0012418785378967346
3,4,0.0012139883571793161
4,4,0.001208608267581778
5,4,0.0012142995631531236
6,4,0.0012186741062046034
7,4,0.0012153413858821515
8,4,0.0012195380259256165
9,4,0.0012236515345318828
10,4,0.0012211312919399692
11,4,0.0012229528015484782
12,4,0.0012206122976428772
13,4,0.0012234587011419717
14,4,0.0012243972199477563
15,4,0.0012226916113136706
16,4,0.0012205034811447104
17,4,0.0012171971532405751
18,4,0.001218266145927368
19,4,0.0012179953054891341
20,4,0.0012155905809691015
21,4,0.0012174022399825482
22,4,0.0012157241686177789
23,4,0.0012142418924841203
24,4,0.0012131442688804346
25,4,0.0012117611402966202
26,4,0.001210422932025771
27,4,0.0012112309618329369
28,4,0.0012113010804875373
29,4,0.0012111029823930572
30,4,0.0012110891718658046
31,4,0.0012109493706992003
32,4,0.0012109651951859321
33,4,0.0012115599485846328
34,4,0.001211318062805716
35,4,0.001210465158048085
36,4,0.0012106588956829836
37,4,0.0012100120650829548
38,4,0.0012092360954475247
39,4,0.0012091825299673541
40,4,0.0012098463794390538
41,4,0.001210689650054893
42,4,0.0012110577929786521
43,4,0.001211995331807498
44,4,0.0012119643572248017
45,4,0.0012115241490129147
46,4,0.0012116277126040442
47,4,0.001212928186027568
48,4,0.0012126100669199405
49,4,0.0012123899412589648
50,4,0.0012124466341191095
51,4,0.0012123285220926364
52,4,0.0012126544909361555
53,4,0.0012131288975937482
54,4,0.0012130374230193387
55,4,0.0012124406769394443
56,4,0.0012118953648106675
57,4,0.001212606412619241
58,4,0.0012130671294264626
59,4,0.001213269952528847
60,4,0.0012130361176165508
61,4,0.0012137011401801184
62,4,0.0012139246922135344
63,4,0.0012141468918398432
64,4,0.0012138696409497189
65,4,0.0012133747105831719
66,4,0.0012129050488397708
67,4,0.001213158340743752
68,4,0.0012131490538180112
69,4,0.0012131335955217041
70,4,0.0012131754878853386
71,4,0.001213250917509537
72,4,0.0012130401544735879
73,4,0.0012139288681071324
74,4,0.00121400125945467
75,4,0.0012137797966787903
76,4,0.0012139583642371199
